TrainAccuracy	TrainPrecision	ValidationAccuracy	ValidationPrecision	NumberOfAttributes
0.7905497115710892	0.9191572758451739	0.7949326999208234	0.915948275862069	1
0.916440447913132	0.9059720457433291	0.9172604908946952	0.8980526918671249	2
0.9443501866304717	0.9287104622871046	0.9481393507521774	0.9224043715846995	3
0.9496946046827281	0.9471453502867115	0.9524940617577197	0.9336283185840708	4
0.9707329487614523	0.9742765273311897	0.9580364212193191	0.9503386004514672	5
0.9737020699015948	0.9773063640848545	0.9588281868566905	0.949438202247191	6
0.9837970817780795	0.9842194707453266	0.9619952494061758	0.9439560439560439	7
0.9856633864947404	0.9883126369612856	0.9615993665874901	0.9448732083792724	8
